Matični broj,Naziv preduzeća,Sedište,Adresa,Opština,Naziv opštine,Delatnost (KD 2010),Naziv delatnosti,Veličina preduzeća,Naziv osnivača,Napomena,Procenat udela osnivača,Ukupni prihodi (AOP 201+215+217),Ukupni rashodi (AOP 207+216+218),Svega (AOP 207),Nabavna vrednost prodate robe (AOP 208),Troškovi materijala (AOP 209),"Troškovi zarada, naknada zarada i ostali lični rashodi (AOP 210)",Troškovi amortizacije i rezervisanja (AOP 211),Ostali poslovni rashodi (AOP 212),Finansijski rashodi (AOP 216),Ostali rashodi (AOP 218),Neto dobitak (AOP 229),Neto gubitak (AOP 230),Broj zaposlenih (AOP 605)
7100124,JKSP ALEKSANDROVAC ALEKSANDROVAC,Aleksandrovac,10 Avgusta 46,70017,Aleksandrovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE ALEKSANDROVAC,,100,111666,111284,106944,1449,26786,56916,10388,11405,2646,1694,382,0,140
17287419,JP INFORMATIVNI CENTAR OPŠTINE ALEKSANDROVAC - U LIKVIDACIJI,Aleksandrovac,10. Avgust bb,70017,Aleksandrovac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE ALEKSANDROVAC,,100,0,7,7,0,0,0,0,7,0,0,0,7,0
20488808,"JP POSLOVNI CENTAR ALEKSANDROVAC-ŽUPA, ALEKSANDROVAC",Aleksandrovac,10. avgusta bb,70017,Aleksandrovac,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,SKUPŠTINA OPŠTINE ALEKSANDROVAC,,100,0,0,0,0,0,0,0,0,0,0,0,0,0
7187564,REČ RADNIKA,Aleksinac,Dušana Trivunca 5-11,70025,Aleksinac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE ALEKSINAC,,0,15275,15128,15117,0,638,8482,617,5380,0,11,132,0,26
7993447,JP ZA PUTEVE I STAMBENO KOMUNALNU DELATNOST ALEKSINAC,Aleksinac,7 juli 12,70025,Aleksinac,4211,Izgradnja puteva i autoputeva                               ,malo,SKUPŠTINA OPŠTINE ALEKSINAC,,100,35654,34542,33279,0,13773,17343,562,1601,23,1240,1147,0,43
20274301,JKP VODOVOD I KANALIZACIJA ALEKSINAC,Aleksinac,Petra Zeca 35,70025,Aleksinac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE ALEKSINAC,,100,114578,127839,110502,0,28114,46692,17003,18693,648,16689,0,13324,99
20274328,JKP KOMUNALNE USLUGE ALEKSINAC,Aleksinac,Knjaz Miloša 29,70025,Aleksinac,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE ALEKSINAC,,100,69199,68549,62973,0,8002,44113,4884,5974,94,5482,520,0,93
7113323,BUKULJA,Aranđelovac,Branislava Nušića 1,70033,Aranđelovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Државни капитал,Lokalni nivo,100,305129,342598,295119,0,52281,193509,29315,20014,8139,39340,0,37469,363
7122802,JP ZA INFORMISANJE ŠUMADIJA ARANĐELOVAC,Aranđelovac,Kneza Mihajla 108,70033,Aranđelovac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE ARANĐELOVAC,,0,15949,18939,18769,0,866,15654,968,1281,8,162,0,2990,30
17216856,JP GAS ARANĐELOVAC,Aranđelovac,Kneza Mihaila 108,70033,Aranđelovac,3522,Distribucija gasovitih goriva gasovodom                     ,malo,OPŠTINA ARANĐELOVAC,,100,10497,10453,9975,0,606,6778,637,1954,294,184,44,0,6
20311380,JKP ZELENILO ARANĐELOVAC ARANĐELOVAC,Aranđelovac,VENAC SLOBODE 10,70033,Aranđelovac,8130,Usluge uredjenja i održavanja okoline                        ,malo,SKUPŠTINA OPŠTINE ARANĐELOVAC,,100,32651,40789,40605,0,6526,25973,1312,6794,161,23,0,8138,50
7350538,RZAV,Arilje,Čačanska bb,70041,Arilje,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA GRADA ČAČKA,,0,128428,215725,215489,0,31984,61771,114092,7642,0,236,0,87297,74
7350538,,,,70041,,,,,SKUPŠTINA OPŠTINE POŽEGA,,0,,,,,,,,,,,,,
7350538,,,,70041,,,,,Скупштина општине Горњи Милановац,,0,,,,,,,,,,,,,
7350538,,,,70041,,,,,SKUPŠTINA OPŠTINE LUČANI,,0,,,,,,,,,,,,,
7350538,,,,70041,,,,,SKUPŠTINA OPŠTINE ARILJE,,0,,,,,,,,,,,,,
17268104,ZELEN,Arilje,Vojvode Mišića 38,70041,Arilje,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE ARILJE,,100,58555,58492,57908,0,20555,24345,2384,10624,302,282,63,0,53
7328389,KOMUNALAC,Babušnica,7. juli 20,70050,Babušnica,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BABUŠNICA,,100,23274,28424,27861,0,8761,15930,903,2267,537,26,0,5150,41
20685107,JP BB TERM BAJINA BAŠTA,Bajina Bašta,KNEZA MILANA OBRENOVIĆA 34/2,70068,Bajina Bašta,3530,Snabdevanje parom i klimatizacija                           ,malo,SKUPŠTINA OPŠTINE BAJINA BAŠTA,,100,,,,,,,,,,,,,
7352930,JKP 7.JULI BATOČINA,Batočina,Kralja Petra I 21,70076,Batočina,3530,Snabdevanje parom i klimatizacija                           ,malo,Државни капитал,Lokalni nivo,0,37240,45486,43312,127,17940,20358,736,4151,2045,129,0,8246,44
7306890,KOMNIS,Bela Palanka,Srpskih vladara 51,70084,Bela Palanka,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BELA PALANKA,,100,37986,48055,45888,0,6016,32598,1623,5651,370,1797,0,10069,84
17479237,BELA PALANKA,Bela Palanka,Srpskih Vladaraa 52,70084,Bela Palanka,5914,Delatnost prikazivanja kinematografskih dela,malo,SKUPŠTINA OPŠTINE BELA PALANKA,,100,19373,19373,18465,1596,882,12717,114,3156,828,80,0,0,22
7006578,10. OKTOBAR,Barajevo,BARAJEVSKA 1,70092,Beograd-Barajevo,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BARAJEVO,,100,108099,105997,96230,0,31054,38101,5725,21350,39,9728,1988,0,61
7048971,INFOSTAN,Beograd (Voždovac),Danijelova 33,70106,Beograd-Voždovac,6311,"Obrada podataka, hosting i sl.",veliko,"SKUPŠTINA GRADA BEOGRADA BEOGRAD, DRAGOSLAVA JOVANOVIĆA 2",,100,719319,690697,534966,0,22789,202110,30615,279452,12635,143096,26878,0,160
7486251,JP GRADSKO STAMBENO BEOGRAD,Beograd (Voždovac),Danijelova 33,70106,Beograd-Voždovac,4329,Ostali instalacioni radovi u gradjevinarstvu                 ,srednje,SKUPŠTINA GRADA BEOGRADA,,0,411530,337299,332115,0,12507,217841,33220,68547,469,4715,34736,0,180
7010109,STUDIO B,Beograd (Vračar),Masarikova 5,70114,Beograd-Vračar,6020,Proizvodnja i emitovanje televizijskog programa             ,srednje,GRAD BEOGRAD,,100,429298,426977,417344,0,10174,250431,24345,132394,414,9219,1454,0,279
7018762,JKP BEOGRADSKI VODOVOD I KANALIZACIJA BEOGRAD,Beograd (Vračar),Kneza Miloša 27,70114,Beograd-Vračar,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,GRAD BEOGRAD,,100,6954234,10974415,9923150,2099,1436259,2663621,4406677,1414494,118723,932542,0,4020181,2795
7030614,JKSP GROCKA GROCKA,Grocka,Petra Drapšina 21,70122,Beograd-Grocka,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,OPŠTINA GROCKA,,100,215384,215315,179592,889,30928,117971,11748,18056,7531,28192,608,0,186
17536320,VODOVOD I KANALIZACIJA,Grocka,Petra Drapšina 21,70122,Beograd-Grocka,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE GROCKA,,100,113670,113659,104021,0,18093,67201,8854,9873,3003,6635,103,0,102
7019564,OLIMP-ZVEZDARA,Beograd (Zvezdara),Vjekoslava Kovača 11,70149,Beograd-Zvezdara,9311,Delatnost sportskih objekata                                ,malo,SO ZVEZDARA,,100,67730,70529,70070,672,26487,11747,5053,26111,180,279,0,2799,16
7034628,GRADSKE PIJACE,Beograd (Zvezdara),Živka Karabiberovića 3,70149,Beograd-Zvezdara,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,veliko,СКУПШТИНА ГРАДА БЕОГРАДА,,0,1020601,928279,897023,0,54633,305654,180201,356535,27,31229,85137,0,240
7045000,GRADSKA ČISTOĆA,Beograd (Zvezdara),MIJE KOVAČEVIĆA 4,70149,Beograd-Zvezdara,3811,Skupljanje otpada koji nije opasan,veliko,GRAD BEOGRAD,,100,4178936,3787433,3127715,20111,545906,1586326,342941,632431,7232,652486,373562,0,1838
7049455,POGREBNE USLUGE,Beograd (Zvezdara),Ruzveltova 50,70149,Beograd-Zvezdara,9603,Pogrebne i srodne delatnosti                                ,veliko,GRAD BEOGRAD,,0,816537,887753,869379,96863,124321,432111,49021,167063,91,18283,0,69872,477
7013922,LAZAREVAC,Lazarevac,Nikole Vujačića 28,70165,Beograd-Lazarevac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,Opština Lazarevac,,0,498486,578537,555147,307,106886,335415,47138,65401,4053,19337,0,92521,542
17061259,RADIO LAZAREVAC,Lazarevac,Karađorđeva 20,70165,Beograd-Lazarevac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,OPŠTINA LAZAREVAC,,0,9086,8964,8959,0,271,7287,246,1155,5,0,114,0,10
20199601,JP TOPLIFIKACIJA LAZAREVAC,Lazarevac,Karađorđeva 32,70165,Beograd-Lazarevac,3530,Snabdevanje parom i klimatizacija                           ,srednje,GRADSKA OPŠTINA LAZAREVAC,,100,186587,252970,245831,296,83721,89158,37369,35287,5,7134,0,66006,96
7045859,JKP MLADENOVAC MLADENOVAC,Mladenovac (varoš),Kraljice Marije 32,70173,Beograd-Mladenovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",veliko,Државни капитал,Lokalni nivo,100,340660,340517,336554,2879,84524,160970,42792,45389,1316,2647,621,0,268
17314734,PIJACE MLADENOVAC,Mladenovac (varoš),KRALJICE MARIJE 1,70173,Beograd-Mladenovac,3811,Skupljanje otpada koji nije opasan,malo,OPŠTINA MLADENOVAC,,100,31937,31888,31812,0,2193,22578,878,6163,15,61,49,0,40
17569325,MLADENOVAC,Mladenovac (varoš),Kralja Petra I 175,70173,Beograd-Mladenovac,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,OPŠTINA MLADENOVAC,,100,6523,8036,8036,0,362,5835,0,1839,0,0,0,1513,4
7020210,JKP BEOGRADSKE ELEKTRANE BEOGRAD,Beograd (Novi Beograd),Savski nasip 11,70181,Beograd-Novi Beograd,3530,Snabdevanje parom i klimatizacija                           ,veliko,SKUPŠTINA GRADA BEOGRADA,,100,12256997,14963313,14380784,126104,8896028,2359030,1309286,1690336,197278,385251,0,2722662,2287
7049285,JP SAVA CENTAR BEOGRAD,Beograd (Novi Beograd),Milentija Popovića 9,70181,Beograd-Novi Beograd,9001,Izvodjačka umetnost                                          ,srednje,SKUPŠTINA GRADA BEOGRADA,,0,642673,641605,623549,0,119300,245082,36293,222874,6190,11866,2590,0,155
7041985,JKP OBRENOVAC OBRENOVAC,Obrenovac,Cara Lazara 3/1,70190,Beograd-Obrenovac,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE OBRENOVAC,,100,281103,284388,269176,968,28807,120158,16186,103057,3422,11790,0,3285,171
7065809,"JP SKC OBRENOVAC, OBRENOVAC",Obrenovac,Kralja Aleksandra I 63,70190,Beograd-Obrenovac,9311,Delatnost sportskih objekata                                ,malo,OPŠTINA OBRENOVAC,,100,87189,81948,79644,3595,15547,40701,2801,17000,96,2208,5241,0,84
20190655,"JKP PARKING SERVIS OBRENOVAC, OBRENOVAC",Obrenovac,Kralja Aleksandra 10 c,70190,Beograd-Obrenovac,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,malo,Скупштина општине Обреновац,,100,27573,26727,25364,0,1380,15997,1638,6349,1300,63,761,0,29
20233940,JKP TOPLOVOD OBRENOVAC,Obrenovac,Cara Lazara 3/1,70190,Beograd-Obrenovac,3530,Snabdevanje parom i klimatizacija                           ,srednje,Скупштина општине Обреновац,,100,294386,417749,409704,0,97719,78878,193043,40064,926,7119,0,123363,92
20234806,JKP VODOVOD I KANALIZACIJA OBRENOVAC,Obrenovac,Cara Lazara 3/1,70190,Beograd-Obrenovac,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Скупштина општине Обреновац,,100,278195,275884,258169,0,49679,132215,35903,40372,1799,15916,2311,0,175
7029110,JVP BEOGRADVODE BEOGRAD,Beograd (Palilula),Svetozara Ćorovića 15,70203,Beograd-Palilula,4291,Izgradnja hidrotehničkih objekata,srednje,GRAD BEOGRAD,,,158215,174489,167939,0,23964,109971,5974,28030,4726,1824,0,20153,126
7046383,PARKING SERVIS,Beograd (grad),Kraljice Marije 7,70203,Beograd-Palilula,5221,Uslužne delatnosti u kopnenom saobraćaju                    ,veliko,Државни капитал,Lokalni nivo,100,1670832,1664545,1468736,3236,263151,790587,115383,296379,20361,175448,422,0,703
17463756,JP POSLOVNI CENTAR-RAKOVICA BEOGRAD,Beograd (Rakovica),Miška Kranjca 12,70211,Beograd-Rakovica,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,malo,SKUPŠTINA OPŠTINE RAKOVICA,,100,133556,131575,127947,0,3924,45841,5542,72640,2784,844,1879,0,69
7006888,SOPOT,Sopot,Kneza Miloša 45A,70238,Beograd-Sopot,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE SOPOT,,0,79107,83270,81164,117,23335,43382,3397,10933,589,1517,0,4163,84
20064382,JKP PIJACE ROPOČEVO SOPOT,Sopot,Kneza Miloša 26,70238,Beograd-Sopot,3811,Skupljanje otpada koji nije opasan,malo,GRADSKA OPŠTINA SOPOT,,100,118017,117429,117429,93258,2873,15551,1822,3925,0,0,588,0,33
7022662,GSP PO,Beograd (Stari Grad),Kneginje LJubice 29,70246,Beograd-Stari Grad,4931,Gradski i prigradski kopneni prevoz putnika                 ,veliko,Скупштина града Београда,,0,9686584,11515069,11299461,10422,3657829,5739679,1328914,562617,8314,207294,0,1836130,6638
7023332,JKP BEOGRAD-PUT BEOGRAD,Beograd (Stari Grad),Nušićeva 21,70246,Beograd-Stari Grad,4211,Izgradnja puteva i autoputeva                               ,veliko,GRAD BEOGRAD,,0,7993826,7142560,6159117,0,1709284,1546157,313459,2590217,25881,957562,805588,0,1453
7023332,,,,70246,,,,,NARODNI ODBOR GRADA BEOGRADA,,0,,,,,,,,,,,,,
7066597,JKP ZELENILO-BEOGRAD BEOGRAD,Beograd (Stari Grad),Mali Kalemegdan 8,70246,Beograd-Stari Grad,8130,Usluge uredjenja i održavanja okoline                        ,veliko,"SKUPŠTINA GRADA BEOGRADA BEOGRAD, DRAGOSLAVA JOVANOVIĆA 2",,100,1936389,1928067,1910260,5297,242486,1258591,115114,288772,605,17202,6725,0,1308
17239139,URBANISTIČKI ZAVOD BEOGRADA JP BEOGRAD,Beograd (Stari Grad),Palmotićeva 30,70246,Beograd-Stari Grad,7111,Arhitektonska delatnost                                     ,srednje,Друштвени капитал,Lokalni nivo,100,286907,295108,293495,0,7905,234827,13580,37183,114,1499,0,9076,154
17416774,BEOGRADSKA TVRĐAVA,Beograd (grad),Kralja Petra 71/III,70246,Beograd-Stari Grad,9004,Rad umetničkih ustanova                                     ,malo,GRAD BEOGRAD,,100,179694,198159,198143,453,3032,26267,3628,164763,2,14,0,18465,16
20140143,SPORTSKI CENTAR MILAN GALE MUŠKATIROVIĆ JP BEOGRAD,Beograd (Stari Grad),Tadeuša Košćuška 63,70246,Beograd-Stari Grad,9311,Delatnost sportskih objekata                                ,malo,GRADSKA OPŠTINA STARI GRAD,,100,111044,110149,104473,2385,22114,42352,17712,19910,306,5370,895,0,47
7451440,ADA CIGANLIJA,Beograd (Čukarica),Ada Ciganlija 2,70254,Beograd-Čukarica,8130,Usluge uredjenja i održavanja okoline                        ,srednje,"SKUPŠTINA GRADA BEOGRADA BEOGRAD, DRAGOSLAVA JOVANOVIĆA 2",,100,241304,209042,202854,0,21402,52846,34624,93982,91,6097,26555,0,26
7451792,JP HIPODROM BEOGRAD BEOGRAD,Beograd (Čukarica),Paštrovićeva 2,70254,Beograd-Čukarica,8130,Usluge uredjenja i održavanja okoline                        ,malo,GRAD BEOGRAD,,100,41494,51470,49261,0,1815,15877,1586,29983,1260,949,0,9976,12
7216459,KOMUNALNO BLACE BLACE,Blace,Radomira Putnika bb,70262,Blace,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SO BLACE,,100,54858,53252,51372,0,11605,30206,2968,6593,192,1688,1530,0,70
7334419,JKP BOGATIĆ BOGATIĆ,Bogatić,Mike Vitomirovića 4,70289,Bogatić,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OŠTINE BOGATIĆ,,100,27369,28728,27126,20,3879,17507,2142,3578,13,1589,0,1359,35
6250033,JP ZA VODOSNABDEVANJE BOJNIK,Bojnik,Svetog Save 35,70297,Bojnik,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,SKUPŠTINA OPŠTINE BOJNIK,,50,33036,45376,41539,0,6100,24752,7888,2799,33,3804,0,12340,44
6250033,,,,70297,,,,,SKUPŠTINA OPŠTINE DOLJEVAC,,50,,,,,,,,,,,,,
7352964,JEDINSTVO,Bojnik,11. brigade bb,70297,Bojnik,3811,Skupljanje otpada koji nije opasan,malo,SKUPŠTINA OPŠTINE BOJNIK,,100,10608,14010,13935,0,1107,10147,1443,1238,12,63,0,2345,25
7183267,USLUGA,Boljevac,Timočke bune 2,70319,Boljevac,3811,Skupljanje otpada koji nije opasan,malo,Државни капитал,Lokalni nivo,0,46525,46056,42493,0,12445,21737,2034,6277,806,2757,464,0,63
7147317,"ŠTAMPA, RADIO I FILM",Bor,Moše Pijade 19,70327,Bor,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,Државни капитал,Lokalni nivo,,49874,58476,57524,55,3771,42899,1261,9538,321,631,0,8602,65
7148372,3.OKTOBAR,Bor,7 jula 60,70327,Bor,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE BOR,,100,158810,170381,167116,1070,27747,108091,7421,22787,2768,497,0,11596,210
7183453,VODOVOD,Bor,Čočetova 16,70327,Bor,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE BOR,,100,189481,296825,249496,0,77396,119862,36248,15990,29243,18086,0,107372,209
7203144,BORPREVOZ - U STEČAJU,Bor,Vasić Milana Perice 6,70327,Bor,4931,Gradski i prigradski kopneni prevoz putnika                 ,malo,OPŠTINA BOR,,100,4383,10715,10649,0,427,3270,3358,3594,66,0,0,6332,15
7342578,BOR,Bor,Nikole Pašića 14,70327,Bor,4329,Ostali instalacioni radovi u gradjevinarstvu                 ,malo,Државни капитал,Lokalni nivo,100,40528,51695,49812,0,2250,35422,5696,6444,1507,376,0,11167,40
7384432,BOGOVINA,Bor,Čočetova 16,70327,Bor,7022,Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem,malo,OPŠTINA BOLJEVAC,,1.08,36918,43409,29648,0,5009,12455,5394,6790,584,13177,0,6491,20
7384432,,,,70327,,,,,SKUPŠTINA GRADA ZAJEČARA,,3.24,,,,,,,,,,,,,
7384432,,,,70327,,,,,OPŠTINA NEGOTIN,,4.15,,,,,,,,,,,,,
7384432,,,,70327,,,,,SKUPŠTINA OPŠTINE BOR,,91.53,,,,,,,,,,,,,
17441531,JKP TOPLANA BOR Đ.A KUNA 12,Bor,Đorđa Andrejevića Kuna 12,70327,Bor,3530,Snabdevanje parom i klimatizacija                           ,srednje,SKUPŠTINA OPŠTINE BOR,,100,439435,584569,486135,0,289324,108189,39103,49519,68295,30139,0,145025,158
7357362,JP USLUGA BOSILEGRAD,Bosilegrad,Dobrodolski potok bb,70335,Bosilegrad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,Државни капитал,Lokalni nivo,100,18279,18260,18218,1642,3911,10975,792,898,42,0,17,0,28
7262957,JKP RASINA BRUS,Brus,Kralja Petra Prvog bb,70343,Brus,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,SKUPŠTINA OPŠTINE BRUS,,0,68384,71397,69487,0,14624,37810,2944,14109,756,1154,0,3013,83
7267452,KOMUNALAC,Bujanovac,Karađorđev trg 1,70351,Bujanovac,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE BUJANOVAC,,0,125643,142715,140348,0,29013,85731,4098,21506,2287,80,0,17072,175
6121179,RADIO VALJEVO,Valjevo,Vojvode Mišića 21,70360,Valjevo-grad,6020,Proizvodnja i emitovanje televizijskog programa             ,malo,SKUPŠTINA OPŠTINE VALJEVO,,0,12497,12517,12395,0,1466,9108,212,1609,33,89,0,20,28
7096844,JKP VIDRAK VALJEVO,Valjevo,Vojvode Mišića 50,70360,Valjevo-grad,3811,Skupljanje otpada koji nije opasan,srednje,SKUPŠTINA OPŠTINE VALJEVO,,100,198970,193238,189337,2722,36856,96329,12408,41022,108,3793,5660,0,200
7096852,JP POLET VALJEVO,Valjevo,VLADIKE NIKOLAJA 25,70360,Valjevo-grad,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,malo,СКУПШТИНА ОПШТИНЕ ВАЉЕВО,,100,38764,31997,29651,0,1352,19921,3539,4839,0,2346,6610,0,34
7136277,VODOVOD VALJEVO,Valjevo,Vuka Karadžića 26,70360,Valjevo-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",srednje,Државни капитал,Lokalni nivo,0,264587,310852,297329,0,61596,121757,50654,63322,1291,12232,0,46787,215
7357494,JKP TOPLANA-VALJEVO VALJEVO,Valjevo,OBILAZNI PUT bb,70360,Valjevo-grad,3530,Snabdevanje parom i klimatizacija                           ,srednje,Државни капитал,Lokalni nivo,100,191087,187025,178976,0,94676,42582,639,41079,6804,1245,4084,0,65
7367384,JP KOLUBARA VALJEVO,Valjevo,Pop Lukina 6 a,70360,Valjevo-grad,3600,"Skupljanje, prečišćavanje i distribucija vode               ",malo,GRADSKA OPŠTINA LAZAREVAC,,0.5,26228,26228,26228,0,909,21102,1198,3019,0,0,0,0,18
7367384,,,,70360,,,,,OPŠTINA LAJKOVAC,,0.5,,,,,,,,,,,,,
7367384,,,,70360,,,,,OPŠTINA MIONICA,,0.5,,,,,,,,,,,,,
7367384,,,,70360,,,,,СКУПШТИНА ОПШТИНЕ ВАЉЕВО,,98,,,,,,,,,,,,,
7367384,,,,70360,,,,,OPŠTINA UB,,0.5,,,,,,,,,,,,,
